sheet_name,workbook_product_name,workbook_form,source_family,source_product_name,source_url,ingredient_group,ingredient_name_raw,cas_number,function,designated_list_flag,designated_list_text,position,notes
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Original,https://smartlabel.labelinsight.com/product/6096219/ingredients,intentionally_added,Blend of Polyoxyalkylene Substituted Chromophores (Blue and Red) (Mezcla de cromóforos sustituidos con polioxialquileno (azul y rojo)),,,,,11,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Original,https://smartlabel.labelinsight.com/product/6096219/ingredients,intentionally_added,Sodium Hydroxide (Hidróxido de Sodio),,,,,12,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Original,https://smartlabel.labelinsight.com/product/6096219/ingredients,intentionally_added,Fragrance (Fragancia),,,,,13,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Original,https://smartlabel.labelinsight.com/product/6096219/ingredients,intentionally_added,Fragrance Ingredient (Ingrediente de fragancia),,,,,14,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Original,https://smartlabel.labelinsight.com/product/6096219/ingredients,intentionally_added,Linalool (Linalool),,,,,15,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Water (Agua),,,,,1,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Hydrogen Peroxide (Peróxido de hidrógeno),,,,,2,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Myristamine Oxide (Óxido de miristamina),,,,,3,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Sodium C10-16 Alkylbenzenesulfonate (Alquilbencenosulfonato de sodio C10-16),,,,,4,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Confidential Stabilizer Package (Paquete Estabilizador Confidencial),,,,,5,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Disodium Distyrylbiphenyl Disulfonate (Disulfonato de Diestirilbifenil Disódico),,,,,6,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Colorant Ingredient (Ingrediente colorante),,,,,7,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Blend of Polyoxyalkylene Substituted Chromophores (Blue and Red) (Mezcla de cromóforos sustituidos con polioxialquileno (azul y rojo)),,,,,8,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Sodium Chloride (Cloruro de Sodio),,,,,9,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Sodium Hydroxide (Hidróxido de sodio),,,,,10,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Fragrance (Fragancia),,,,,11,
Boosters - North America,Clorox 2 for Colors,liquid,clorox,Clorox 2™ for Colors Bleach-Free Laundry Stain & Odor Remover Liquid | Clean Linen,https://smartlabel.labelinsight.com/product/6096245/ingredients,intentionally_added,Fragrance Ingredient (Ingrediente de fragancia),,,,,12,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Water (Agua),,,,,1,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Hydrogen Peroxide (Peróxido de hidrógeno),,,,,2,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Myristamine Oxide (Óxido de miristamina),,,,,3,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Sodium C10-16 Alkylbenzenesulfonate (Alquilbencenosulfonato de sodio C10-16),,,,,4,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Confidential Stabilizer Package (Paquete Estabilizador Confidencial),,,,,5,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Disodium Distyrylbiphenyl Disulfonate (Disulfonato de Diestirilbifenil Disódico),,,,,6,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Sodium Chloride (Cloruro de Sodio),,,,,7,
Boosters - North America,Clorox 2 for Colors Max Performance,liquid,clorox,Clorox 2™ for Colors Free & Clear Colors Max Performance Stain Remover Liquid,https://smartlabel.labelinsight.com/product/6096222/ingredients,intentionally_added,Sodium Hydroxide (Hidróxido de sodio),,,,,8,
